time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,trace,max_rank,mean_rank
33.0,0.2635446851743304,0.21115118984007297,0.1568702121863097,0.15419435159112424,0.2142396284386948,1.0000000671752531,63,31.0
34.0,0.2595710383043658,0.2105916118344021,0.15930425468284473,0.1568467768859806,0.21368638762563164,1.0000000692779452,64,31.41176470588235
35.0,0.2561371957447358,0.20990123052514212,0.1616045921345783,0.15942590086011915,0.21293115217359984,1.0000000713828943,64,31.529411764705884
36.0,0.2531559263871286,0.20912168035306608,0.16377165279150688,0.16188770680819167,0.2120631072057488,1.0000000734903616,64,31.352941176470587
37.0,0.2505346770040841,0.20832481593452232,0.1658273779304896,0.16419880394006872,0.21111440084594144,1.0000000755998275,64,31.529411764705884
38.0,0.248226856822744,0.207518471522191,0.16775482282390305,0.1663506638043143,0.2101492627932243,1.0000000777110973,64,31.470588235294116
39.0,0.24616639557451675,0.20674348974095355,0.1695588427118115,0.16832600545712387,0.20920534639458852,1.0000000798237176,63,31.352941176470587
40.0,0.2443009145117094,0.20604534407217331,0.17124574259081968,0.17010160094527904,0.2083064798726619,1.0000000819373644,63,30.88235294117647
41.0,0.24262033763613833,0.20538301941985826,0.17282195292059843,0.17169256431023214,0.20748220982076715,1.0000000840523147,62,30.235294117647058
42.0,0.24105815471459321,0.20478868565636427,0.17426774000205114,0.17311793444423598,0.20676757140634547,1.0000000861683134,61,29.88235294117647
43.0,0.23959075348919814,0.20430651320465934,0.17558207246752233,0.17438191677939494,0.2061388323665201,1.0000000882520157,60,29.470588235294116
44.0,0.23816297436338227,0.20392188333439243,0.1767732055380009,0.17551017535586744,0.20563185179983848,1.0000000903362019,59,29.0
45.0,0.23671488811232072,0.2036899814446665,0.17782599095216575,0.17647602352884553,0.2052932084046101,1.0000000923873291,59,28.235294117647058
46.0,0.23523279774264252,0.20354684701339212,0.17879782841275801,0.17735385783473423,0.20506876349061456,1.000000094438862,58,27.823529411764707
47.0,0.23372224538509803,0.20349394865611725,0.179686982116189,0.1781568753219454,0.20494004506618263,1.0000000964902542,57,27.352941176470587
48.0,0.2321989192355007,0.20349715993906184,0.18050799732238693,0.1789003416427952,0.20489568045714696,1.000000098541614,56,26.941176470588236
49.0,0.23067917116750805,0.20353445384391763,0.1812741933397253,0.17960620090908133,0.20490608138803687,1.0000001005929915,55,26.41176470588235
50.0,0.2291906129403434,0.2035832143123733,0.18199513323586688,0.1802770076749991,0.2049541345354692,1.0000001026437737,54,25.764705882352942
51.0,0.22774304525189384,0.20362719697815965,0.18268249204406603,0.18092581126749685,0.20502155920819107,1.0000001046945295,53,25.176470588235293
52.0,0.22635752234603868,0.20365738361259353,0.1833385470534343,0.18155148583002825,0.2050951679576651,1.0000001067444793,51,24.352941176470587
53.0,0.22504493355914096,0.20365977675891528,0.1839718908192841,0.1821693197491359,0.20515418796300391,1.0000001087942012,50,23.823529411764707
54.0,0.2238014098346975,0.20363650693959787,0.1845815922104296,0.18278457998871214,0.20519602192537373,1.0000001108435321,49,23.352941176470587
55.0,0.22264219605413935,0.20358518509880927,0.18516898224058423,0.183390920419083,0.2052128291353792,1.0000001128927174,48,22.823529411764707
56.0,0.22155983736024965,0.2035106203764044,0.1857309269376313,0.18399410821017814,0.20520462211219903,1.0000001149413826,47,22.352941176470587
57.0,0.22056219835461485,0.20341938953389124,0.18626068412965718,0.18458687656705547,0.20517096845966906,1.000000116989609,45,21.58823529411765
58.0,0.21963022422782463,0.20331375433873128,0.18677155615478525,0.18517075900346908,0.2051138253676315,1.000000119037161,44,20.764705882352942
59.0,0.21875473221216324,0.20319811352318667,0.1872617355074115,0.18574871287630057,0.20503682701997536,1.0000001210837584,42,20.11764705882353
60.0,0.21793253053514575,0.203076069741578,0.18773414681439732,0.1863124248487278,0.20494495124576315,1.0000001231303335,41,19.647058823529413
61.0,0.21716123343487093,0.20295318415870006,0.18819052943485431,0.18686253262130206,0.20483264558179018,1.000000125176238,40,19.11764705882353
62.0,0.21643129165471506,0.2028326580604803,0.18863049444146224,0.18739979155807088,0.20470589156191543,1.0000001272213646,39,18.58823529411765
63.0,0.21574625626007043,0.20271883711953909,0.18905155211771554,0.18792308015824993,0.20456040366653397,1.0000001292668292,38,18.11764705882353
64.0,0.21510698970892483,0.20261056110523773,0.18944892181737213,0.1884262604983295,0.2044073982372363,1.0000001313118216,37,17.58823529411765
65.0,0.21450804667059603,0.20251054416761582,0.18982830471267012,0.188905979862391,0.2042472579981355,1.0000001333561277,35,16.823529411764707
66.0,0.21393818769179776,0.20241564570919923,0.1901961634067374,0.18936754844015974,0.20408259020720285,1.0000001353998182,34,16.41176470588235
67.0,0.21339834512285574,0.20232595214096177,0.19054927667535204,0.18980483413655866,0.20392172942300618,1.000000137443455,33,16.0
68.0,0.21288338484372366,0.202238792745575,0.19089157286090727,0.1902184902264708,0.20376789886541855,1.000000139486816,32,15.647058823529411
69.0,0.21241048202531024,0.20216030681169853,0.19120928847683674,0.19059064156796873,0.20362942270343284,1.000000141529967,31,15.176470588235293
70.0,0.2119579880327286,0.20208244930837288,0.1915190120430833,0.19094118235920066,0.20349951188487023,1.0000001435729766,30,14.823529411764707
71.0,0.21151859458666483,0.20200873579432393,0.19182183266593536,0.19127348707401556,0.20337749555030754,1.0000001456159675,29,14.411764705882353
72.0,0.21109636944196847,0.20194159042823306,0.19210942001184197,0.19158265536669325,0.20327011246467386,1.0000001476581317,28,14.117647058823529
73.0,0.21069200919090664,0.2018847641044151,0.1923850171001472,0.19187297872200293,0.20316538063786677,1.0000001497000581,27,13.941176470588236
74.0,0.2103002566696562,0.20183151602958352,0.19264975764398176,0.19214841079748773,0.20307021065662775,1.0000001517420578,27,13.764705882352942
75.0,0.20993005653378685,0.2017898745046303,0.19289536977568522,0.1924055523539603,0.20297930067125364,1.0000001537840366,26,13.647058823529411
76.0,0.20956297367064944,0.2017433901094048,0.19314375852266727,0.19266225302216253,0.20288778055616366,1.0000001558257676,25,13.176470588235293
77.0,0.20920919192552925,0.20169931409810396,0.19338041213213306,0.19291258664195407,0.20279865312509654,1.0000001578675373,25,13.058823529411764
78.0,0.2088703252510729,0.2016593109336617,0.19360341593976438,0.1931572404491933,0.20270986739081778,1.0000001599092319,25,12.823529411764707
79.0,0.20852930584748838,0.20161722812345892,0.1938309150862948,0.19341261689959582,0.20261009604930733,1.0000001619508656,25,12.705882352941176
80.0,0.20819503877223405,0.20157345232712767,0.19405375842622852,0.1936750180797059,0.20250289644262434,1.0000001639926417,25,12.647058823529411
81.0,0.20787947276613739,0.20153230722117757,0.1942653328102707,0.1939353561780249,0.2023876971123103,1.0000001660326407,24,12.294117647058824
82.0,0.20757096688886684,0.20148581486443576,0.19447351449798905,0.19421103055381803,0.2022588413228296,1.0000001680726593,24,12.294117647058824
83.0,0.20727637879629518,0.20143810296751763,0.19467998099681263,0.1944845705077466,0.20212113689744973,1.0000001701105417,23,12.058823529411764
84.0,0.20699212153427285,0.20139204162819127,0.19487898443639223,0.19475608454183696,0.2019809400633497,1.0000001721487635,23,11.941176470588236
85.0,0.20672207963727318,0.20134559029464247,0.19507525705470208,0.19501538211618719,0.20184186513767904,1.0000001741852056,22,11.705882352941176
86.0,0.206457968819608,0.2012958379488426,0.1952753335529076,0.19526853207314757,0.20170250388223568,1.0000001762214616,22,11.470588235294118
87.0,0.20620744730122173,0.20124765170443873,0.19547777056639107,0.19550316536374998,0.2015641433753062,1.0000001782558288,21,11.294117647058824
88.0,0.2059720521610092,0.2012052757920149,0.19567953083760703,0.1957141923047115,0.20142912924832426,1.0000001802883887,20,10.823529411764707
89.0,0.20573378548569127,0.20116472057454793,0.19588551836129942,0.1959174091008257,0.20129874885388768,1.0000001823209719,20,10.647058823529411
90.0,0.20550061311482337,0.20112187889675626,0.1960920604590495,0.19611073430835088,0.2011748976275906,1.0000001843512907,19,10.529411764705882
91.0,0.20525973708455247,0.20107597823238918,0.19629761390903205,0.1962995799550496,0.20106727725605153,1.0000001863817953,19,10.411764705882353
92.0,0.20502143383278482,0.20103871286027042,0.19650304293158213,0.19647202220572696,0.20096497663490173,1.000000188409988,18,10.117647058823529
93.0,0.20477378117894965,0.200998014632293,0.19670725063730146,0.19664121260977874,0.20087993143514155,1.0000001904381843,18,10.117647058823529
94.0,0.20453946951908292,0.2009592599337876,0.19689704311164843,0.19679779084337806,0.20080662911390865,1.0000001924665256,18,9.941176470588236
95.0,0.2043134431606337,0.20092572616168775,0.1970703363753065,0.19694470840280426,0.20074598044724937,1.0000001944924028,17,9.470588235294118
96.0,0.20409076646230467,0.20089355347311522,0.19723609343129975,0.1970890699639001,0.20069071324317286,1.0000001965185144,17,9.352941176470589
97.0,0.2038644227103133,0.2008476418989753,0.1974061438531716,0.19723919273297538,0.20064279740167051,1.0000001985418272,16,9.0
98.0,0.20364160177743323,0.200798455654445,0.19756978674225098,0.19739108506362438,0.20059927138267158,1.000000200565145,16,9.0
99.0,0.20342274788293396,0.20075099344943687,0.19772204924707115,0.19755126418320235,0.20055314788120893,1.0000002025885748,16,8.941176470588236
100.0,0.20320659068148886,0.2007002567796106,0.19788275145487955,0.19770573009627004,0.20050487565234112,1.0000002046093117,15,8.882352941176471
