time_fs,population_up,population_down,norm,max_rank
404.0,0.581141893194743,0.41885810680523605,0.9999999999999886,30.0
406.0,0.5804019258056224,0.4195980741943623,0.9999999999999923,30.0
408.0,0.5796697417359608,0.42033025826402504,0.9999999999999923,30.0
410.0,0.5789452314932994,0.42105476850668483,0.9999999999999906,30.0
412.0,0.5782282881296043,0.4217717118703739,0.9999999999999886,30.0
414.0,0.5775188071606652,0.4224811928393065,0.999999999999985,30.0
416.0,0.57681668648382,0.4231833135161455,0.9999999999999827,30.0
418.0,0.5761218262942579,0.42387817370569797,0.9999999999999774,30.0
420.0,0.5754341290002029,0.4245658709997419,0.999999999999972,30.0
422.0,0.5747534991372546,0.4252465008626893,0.9999999999999714,30.0
424.0,0.5740798432821769,0.4259201567177581,0.9999999999999669,30.0
426.0,0.5734130699664974,0.426586930033434,0.9999999999999656,30.0
428.0,0.5727530895901144,0.42724691040982143,0.9999999999999681,30.0
430.0,0.5720998143352842,0.42790018566465243,0.9999999999999685,30.0
432.0,0.5714531580812858,0.4285468419186535,0.9999999999999692,30.0
434.0,0.5708130363200162,0.42918696367992326,0.9999999999999688,30.0
436.0,0.5701793660728446,0.42982063392708897,0.999999999999966,30.0
438.0,0.5695520658089995,0.43044793419093785,0.9999999999999687,30.0
440.0,0.5689310553657602,0.43106894463417883,0.9999999999999694,30.0
442.0,0.5683162558707471,0.43168374412919563,0.9999999999999706,30.0
444.0,0.5677075896665541,0.432292410333385,0.9999999999999701,30.0
446.0,0.5671049802380038,0.4328950197619371,0.9999999999999706,30.0
448.0,0.5665083521422142,0.43349164785772226,0.9999999999999679,30.0
450.0,0.5659176309417819,0.4340823690581514,0.999999999999967,30.0
452.0,0.5653327431412296,0.4346672568587008,0.9999999999999651,30.0
454.0,0.5647536161269757,0.4352463838729548,0.999999999999965,30.0
456.0,0.5641801781109633,0.43581982188896823,0.9999999999999648,30.0
458.0,0.563612358078168,0.43638764192176743,0.9999999999999675,30.0
460.0,0.5630500857381009,0.43694991426183377,0.9999999999999682,30.0
462.0,0.5624932914804559,0.43750670851946993,0.9999999999999625,30.0
464.0,0.561941906335038,0.43805809366489357,0.9999999999999662,30.0
466.0,0.5613958619359978,0.43860413806393256,0.9999999999999647,30.0
468.0,0.5608550904905788,0.43914490950934587,0.999999999999962,30.0
470.0,0.5603195247522952,0.43968047524762954,0.9999999999999616,30.0
472.0,0.5597890979986716,0.44021090200125534,0.9999999999999636,30.0
474.0,0.5592637440135115,0.44073625598640703,0.9999999999999596,30.0
476.0,0.5587433970737469,0.4412566029261649,0.9999999999999548,30.0
478.0,0.5582279919407586,0.441772008059151,0.9999999999999553,30.0
480.0,0.5577174638561906,0.44228253614371543,0.9999999999999537,30.0
482.0,0.5572117485421771,0.44278825145772827,0.9999999999999524,30.0
484.0,0.5567107822058773,0.4432892177940301,0.9999999999999535,30.0
486.0,0.5562145015482219,0.4437854984516876,0.9999999999999548,30.0
488.0,0.5557228437767417,0.44427715622315805,0.99999999999995,30.0
490.0,0.5552357466223662,0.44476425337753284,0.9999999999999499,30.0
492.0,0.5547531483599477,0.44524685163994615,0.9999999999999473,30.0
494.0,0.5542749878324437,0.4457250121674527,0.9999999999999483,30.0
496.0,0.5538012044784381,0.44619879552144204,0.9999999999999396,30.0
498.0,0.5533317383629286,0.4466682616369359,0.9999999999999335,30.0
500.0,0.5528665302110162,0.44713346978883417,0.9999999999999252,30.0
