time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,population_site_8,population_site_9,population_site_10,population_site_11,trace,max_rank,mean_rank
604.0,0.09181648028577781,0.0918590228257742,0.09029137337444709,0.09060453245202371,0.09125747891295315,0.09277080912845871,0.09284067976909628,0.09129869712468812,0.08976210681467607,0.08899990855799456,0.08872968273859755,1.000230764997982,62,32.666666666666664
605.0,0.09182377476624332,0.09189361501979516,0.09030061502640967,0.09060838315936788,0.09121836291273065,0.09274746050336675,0.09281767499781779,0.09127355037603192,0.0897782940069248,0.08903291068401031,0.0887365140000424,1.0002311484662374,62,32.666666666666664
606.0,0.09183378746323241,0.09192773077433788,0.09030903261119659,0.09061236521792634,0.09117680288858107,0.09272148324733157,0.09279621861228451,0.09124315828163215,0.08979507116549422,0.08906563832230284,0.08875025033781403,1.000231531935628,62,32.666666666666664
607.0,0.09184086461575247,0.09195932711680621,0.09031443065233406,0.09061832234108488,0.09113448335646657,0.09269254424710925,0.09277671339717376,0.09121547117689842,0.08981718701111552,0.08909338285669012,0.08876919562159029,1.0002319154065136,62,32.666666666666664
608.0,0.09184481285080366,0.09199027303445256,0.0903198845009376,0.09062132155172825,0.09109172196120782,0.09266078346475175,0.09275795274051904,0.09119086158581748,0.08984106474838494,0.0891177072988945,0.08879592212885327,1.0002322988798404,62,32.638888888888886
609.0,0.09185053596361818,0.09201515588848874,0.09032600128163443,0.09062452501019838,0.09105085949897478,0.09262689134093029,0.0927406793508513,0.09116991520195862,0.08986339710126658,0.0891374803103241,0.08882724839337022,1.0002326823550998,62,32.638888888888886
610.0,0.09185604523880189,0.09203932273357159,0.09033525534103692,0.09062867179994089,0.09100707349510895,0.0925907457639934,0.09272231046550564,0.09115032534154635,0.08988735225852755,0.08914837880905566,0.08886759157350803,1.0002330658340812,62,32.583333333333336
611.0,0.0918691120430421,0.09206264998416644,0.09034298465710035,0.09063029750880068,0.09096500598605721,0.09255396372708703,0.09270241067628855,0.09113610246209433,0.08990805855976292,0.08915541557906263,0.08890745511848204,1.0002334493154246,62,32.583333333333336
612.0,0.09188650653304221,0.09208558981392191,0.09035021722572087,0.09062958336264544,0.09092312580027401,0.09251368405083588,0.09268220498570483,0.09112584484029018,0.08992548988932118,0.08916076722487144,0.08895082605868807,1.0002338327987936,62,32.583333333333336
613.0,0.0919047706899968,0.09210695903698773,0.09035850771789528,0.0906304847501847,0.09088462429775407,0.09247016756907964,0.09266066388148389,0.0911185566575761,0.08993940177180443,0.08916342468161438,0.0889966622157052,1.000234216283563,62,32.55555555555556
614.0,0.09193128729406608,0.09212614310754227,0.09036781783268089,0.0906312538408139,0.09084999288448047,0.09242339448856543,0.09263773724139497,0.09111096040468673,0.08995157661472888,0.089161011151457,0.08904343189527791,1.0002345997691684,62,32.55555555555556
615.0,0.09195909686452482,0.09214311557024638,0.09037645121573504,0.0906350592842627,0.09081569143506053,0.0923702732390814,0.09261665158897388,0.09110439883018172,0.0899625974226925,0.08916390840361618,0.08908774638740079,1.0002349832552482,62,32.55555555555556
616.0,0.09198440367027048,0.09215810032342298,0.09038571370933246,0.09063635654371853,0.09079065588872941,0.09231321690936088,0.09259756474853617,0.09109489076133488,0.08997169467309701,0.08917294062918286,0.08912983587063522,1.0002353667410926,62,32.55555555555556
617.0,0.09201560901767374,0.09217144262250403,0.09039423548447222,0.09063419184279661,0.0907703575373747,0.09225168070791166,0.09257753695768733,0.09108748227229999,0.08997673022545816,0.08918417594989297,0.089172314594877,1.0002357502264119,62,32.55555555555556
618.0,0.09204602250177071,0.09218434127414303,0.09040395684722012,0.09063255120103696,0.09075545692871637,0.09218601233034784,0.0925605955665552,0.09107981169946368,0.089975541183298,0.08919842691909988,0.08921342424614326,1.0002361337112577,62,32.55555555555556
619.0,0.09207769280661988,0.09219522579843316,0.09041353665965421,0.09062814418535874,0.0907441664154092,0.09211801958120097,0.09254154925854996,0.09107462257988963,0.08997032697025473,0.08921489065646594,0.08925834927019599,1.0002365171954903,62,32.55555555555556
620.0,0.09211397742112067,0.09220243358597557,0.09042645782235635,0.09062276111680422,0.09073239170196017,0.09204687305230802,0.09252343835133367,0.09106726062012457,0.08996327894882727,0.08923690600031067,0.08930112904505974,1.00023690067964,62,32.55555555555556
621.0,0.09214965741642173,0.09220995096199486,0.09044097638626104,0.09061327987036998,0.09072055658208543,0.09197769411630914,0.09250555740898986,0.09106143015299094,0.08994989505441452,0.08926299054373647,0.0893453026569431,1.0002372841639744,62,32.55555555555556
622.0,0.09218344724802296,0.092215438021134,0.09045596659942018,0.0906022267208687,0.09070860754195663,0.09190976392416657,0.09248955183811342,0.09105675635693791,0.0899381839787108,0.08929116901558123,0.08938656339034862,1.0002376676487126,62,32.55555555555556
623.0,0.0922194435557855,0.09222010843728844,0.09047035120683089,0.09058962542961863,0.09069333672009451,0.09184460940979641,0.09247122559113168,0.09105237178088828,0.08992258941656456,0.08932486569757203,0.08942953087503337,1.0002380511340525,62,32.55555555555556
624.0,0.09225539001411694,0.0922272504372984,0.09048891853741924,0.09057162485001027,0.09067432330433535,0.09178596856955244,0.09245404986902153,0.09104714158152914,0.08990372750936859,0.08935818317765913,0.08947186375673838,1.0002384346204933,62,32.55555555555556
625.0,0.09229326561209752,0.09223220570408756,0.09051233028132022,0.09055378592096154,0.0906512101854033,0.0917263003723418,0.09243453565913108,0.09104259563414817,0.08988620753532542,0.08939247009350229,0.08951391809664445,1.0002388181084032,62,32.55555555555556
626.0,0.09233338156637366,0.09223769665975917,0.090537037743142,0.09052909640364562,0.0906270777078518,0.09167293373620938,0.09241355812441127,0.09103727196968658,0.08987015840321452,0.08942662619983864,0.08955437002278416,1.000239201550355,61,32.52777777777778
627.0,0.0923744319396853,0.092244003150585,0.09056101547265401,0.09050147876457108,0.09060072745903341,0.09162240066551594,0.09239072733453388,0.09103056667748158,0.08985758946400728,0.08945890245883531,0.08959774859390916,1.0002395849942465,61,32.52777777777778
628.0,0.09241532240484078,0.09225161248786982,0.09058655428322004,0.0904729528016696,0.09057179115286834,0.09157690691222528,0.09236364377623357,0.0910240079382649,0.08984094467980171,0.08949607626812989,0.08964016272197504,1.0002399684405343,61,32.52777777777778
629.0,0.09245877068561269,0.09225761147644602,0.09061038669923314,0.09044341132989611,0.09054516106570636,0.09153034522088245,0.09233542573658154,0.09101731793005115,0.08982723445215045,0.08953103308869427,0.08968366119106169,1.0002403518897476,61,32.52777777777778
630.0,0.09250097800713193,0.0922684320876268,0.09063666580731178,0.09041320426346838,0.09052148137602864,0.09148606415793692,0.09230347660584144,0.09101325399320673,0.08981426367750799,0.08955883785538091,0.0897240844970713,1.0002407353419434,61,32.52777777777778
631.0,0.09254620559877415,0.09227688383141171,0.09065983832571246,0.09038303152629278,0.09049957923921202,0.09143912288002318,0.09226678849528744,0.09101053125396719,0.0898045887879832,0.08958522346901608,0.08976933237569357,1.0002411187968043,61,32.52777777777778
632.0,0.09259320147377259,0.09228539647634873,0.09068311686528703,0.0903519279859049,0.09048012481595359,0.09139152236527237,0.09222850659947585,0.0910054444012106,0.08979570709834742,0.08961507352924203,0.08981148762990193,1.0002415022541395,61,32.52777777777778
633.0,0.092640817228989,0.0922948249049301,0.09070985060288587,0.09031847022887442,0.09045984947369748,0.09134515632590792,0.09219085183891858,0.09100143730665321,0.08978633471569515,0.08964592406525407,0.0898483760083965,1.0002418857136248,61,32.52777777777778
634.0,0.09268995718770126,0.09230050549315497,0.0907349594859745,0.0902883135696619,0.0904368728357073,0.09129665365816209,0.09215172410001894,0.09099655374129148,0.08977894508242489,0.08967871614916174,0.08988907485836822,1.0002422691750494,61,32.52777777777778
635.0,0.09273761582257939,0.09231181251090922,0.09076203234121082,0.09026199360525167,0.09041090157234635,0.09124710225494896,0.09211197191884087,0.09098725891056493,0.08977013148299655,0.08971338758521402,0.08992845161964268,1.0002426526379171,61,32.52777777777778
636.0,0.0927877160351668,0.09232612748658871,0.09078725519757619,0.09023786214715251,0.09038521721039917,0.09119489416442964,0.09207044618632185,0.09097683606823864,0.08975803077202761,0.08974921450520562,0.08996944331504901,1.000243036101569,61,32.52777777777778
637.0,0.09282824391160972,0.09233957637684954,0.09080866211963239,0.09021586538724678,0.0903555225333096,0.09114773117522874,0.09203138199450882,0.09096391799843302,0.08974793636894891,0.08978858153842185,0.09001600714834856,1.0002434195659509,61,32.52777777777778
638.0,0.09286816433746421,0.0923594623295358,0.09082723693014258,0.09019707275369031,0.09033028700162621,0.09110075608019658,0.09198565329606878,0.09094974318356375,0.08973513763820293,0.08982635635387813,0.09006394011339328,1.0002438030311738,61,32.52777777777778
639.0,0.092907227310058,0.09237910784434508,0.09084282848764776,0.09018258169953217,0.09030086042238329,0.09105850047375855,0.09194272721585672,0.09093016043905755,0.08971967010073008,0.0898625338900377,0.090117995600582,1.0002441864973968,61,32.52777777777778
640.0,0.09294518484400023,0.09239957233658792,0.09085320956888635,0.09017317785535212,0.0902691161038167,0.0910201354697262,0.09189849877720331,0.09091075588412093,0.08970294812064514,0.0898978255247507,0.09017415246639426,1.0002445699648896,61,32.52777777777778
641.0,0.09298046717379435,0.09242191827758968,0.0908569951077992,0.09016894090641209,0.09023244378463992,0.09098703882181289,0.0918531381501799,0.09088789168298876,0.08968893412464626,0.08993053594910748,0.09023665644165568,1.0002449534340245,61,32.52777777777778
642.0,0.09301487257325589,0.09245105494032839,0.09085669854857008,0.09016534381435959,0.09019273391623342,0.09095738133447547,0.09180556561173976,0.09086393821577363,0.08967789415039185,0.08995787549153683,0.09030198529488301,1.0002453369049469,61,32.52777777777778
643.0,0.09304937682073967,0.09248022804297258,0.09085648921115476,0.09016456340384653,0.09014676876692776,0.09092768204702689,0.09176034253347291,0.09083697424847671,0.08967090753691795,0.08998560117269859,0.09036679357997303,1.0002457203776032,61,32.52777777777778
644.0,0.09308821768914094,0.09251231321595943,0.09085586972469449,0.09016588935252043,0.09009705365344975,0.0909003313660272,0.09171266841188458,0.0908081590239595,0.08966626784054466,0.09001212117611208,0.09042721938428708,1.0002461038519699,61,32.52777777777778
645.0,0.09312399386157327,0.09254759784522391,0.09085876631623468,0.0901677210247386,0.09004684742320027,0.09087355099525991,0.09166658607879229,0.09077941673874204,0.08966630033756391,0.09003095005572617,0.09048476363780217,1.000246487328251,61,32.52777777777778
646.0,0.09316490338002144,0.09258164241159933,0.09086330037797581,0.0901654904216664,0.08999807050729869,0.09084878467832215,0.09161933685236426,0.0907445619872982,0.08967184991485844,0.09004999206534163,0.09053894519624373,1.0002468708063743,61,32.52777777777778
647.0,0.09320727426519362,0.09261533485986961,0.09087101228459475,0.09016186833990221,0.08995332922659945,0.09082241500944348,0.09157008999949448,0.09070591956938541,0.08968908577339449,0.09006258765716119,0.09058834428785473,1.0002472542862757,61,32.52777777777778
648.0,0.09324943809364035,0.09264913219323688,0.09088011068441956,0.0901539362963377,0.0899115255816311,0.09079433322101535,0.09152335575026649,0.09066307027361119,0.08971459343375691,0.0900691333525525,0.09063901587383649,1.000247637767689,61,32.52777777777778
649.0,0.09328799553322581,0.09268475911206851,0.09089093373471578,0.09014509893273476,0.08987734906723584,0.09076450521393964,0.09147358039980923,0.0906208906966078,0.08974417909284942,0.09007463054988323,0.09068410590445723,1.0002480212509106,61,32.52777777777778
650.0,0.09332712749241531,0.09271609604327039,0.09089988134541428,0.09013483425628865,0.08984934461623491,0.09073446683133259,0.0914246960777731,0.09057950757787407,0.089777151017815,0.09007963179177628,0.09072567467238178,1.0002484047359546,61,32.52777777777778
651.0,0.0933661952042055,0.0927491965256457,0.09091161755769746,0.09012153384097775,0.08982505233940283,0.09069913633220683,0.09137283422193947,0.09054430283207138,0.08981448104000396,0.09007866123082194,0.0907657840847108,1.0002487882230584,61,32.52777777777778
652.0,0.09340118751190887,0.09278382675686178,0.09091888595159268,0.09010966645584732,0.08980450297962508,0.09066445473171443,0.09132362317719894,0.09051179257123868,0.08985011000101803,0.09007900770055023,0.09080212086097555,1.0002491717119,61,32.52777777777778
653.0,0.09343565647674952,0.09281664093592923,0.09092999422747612,0.09009901387667246,0.08978384397731416,0.09062939256892368,0.09127891992980763,0.09047984032343435,0.0898816513515301,0.09007653101614874,0.09083807750508903,1.000249555202444,61,32.52777777777778
654.0,0.09347234445440014,0.09285008386124426,0.09093949829163617,0.09008980025614015,0.08976154711925348,0.09059282644127371,0.09123909739777017,0.09045018392575917,0.08990977427709507,0.09007255769548428,0.0908722319614183,1.0002499386948416,61,32.52777777777778
655.0,0.09350878659384511,0.09288360111444882,0.09094724910435217,0.09008395928414024,0.08973589429961386,0.0905559763870313,0.09120379826012767,0.09042354328908472,0.08993267605127794,0.09006772303851147,0.09090712175333045,1.000250322189127,61,32.52777777777778
656.0,0.09354356746368483,0.09291563332954536,0.09095550482598745,0.09008243352591325,0.08970811807789468,0.0905206054013951,0.09117618037409332,0.0903946641401059,0.08995232163373476,0.0900605445698785,0.09094113934637998,1.0002507057019714,61,32.55555555555556
657.0,0.09358285394762482,0.09294762581728415,0.09096170366232254,0.09008241822984565,0.0896757865307392,0.09048963136146533,0.09115108215790203,0.09036631310202006,0.0899646449086574,0.09005609332674758,0.09097294315889731,1.00025108921686,61,32.55555555555556
658.0,0.09362269179362667,0.0929792722780482,0.0909672151724272,0.09008486665983363,0.08964265404486056,0.09046073325385294,0.0911289658939745,0.09034033223922716,0.08997452367342107,0.0900487436663447,0.09100148104491532,1.0002514727338834,61,32.55555555555556
659.0,0.09366261332547197,0.09300972086733222,0.0909736902001048,0.09008677933033188,0.08960856436184567,0.0904297884794106,0.09110855623943731,0.09031459316672981,0.08998059038443373,0.09004530604418196,0.09103166084017368,1.000251856252803,61,32.55555555555556
660.0,0.09370500677817238,0.09303817238129429,0.09097903264875593,0.09008755567054028,0.08958281429350018,0.09040007775560983,0.091090621135244,0.090288800842858,0.0899843610443946,0.09004352224995694,0.09105228195946562,1.0002522397731386,61,32.55555555555556
