time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,trace,max_rank,mean_rank
836.0,0.14548385172623815,0.1442691365256613,0.14218885458870745,0.14244612957815742,0.14425364734842805,0.14168494706222826,0.13967554411987576,1.0000021108870956,44,22.916666666666668
837.0,0.14551708859427223,0.1442990721655574,0.1421574419958539,0.14240007837791369,0.14422109958528356,0.14167579351182985,0.1397315392476202,1.0000021134161314,44,22.916666666666668
838.0,0.14554918209010176,0.14432558084608565,0.14213044302840597,0.14235793023322932,0.14418679169228513,0.1416683576239772,0.13978383049329757,1.0000021159451817,44,22.916666666666668
839.0,0.14557605554861727,0.14434876901922195,0.14210801494921899,0.14231552734169134,0.14415023818582692,0.1416573514076822,0.13984616208419515,1.0000021184742502,44,22.916666666666668
840.0,0.14559700986641377,0.14436953044345496,0.14208858825866905,0.14228653009756792,0.1441076901479408,0.14164441396122698,0.1399083582902365,1.000002121003304,44,22.916666666666668
841.0,0.14562531478096072,0.14438566379996676,0.14207006601906758,0.14225736445792594,0.14406197068260496,0.14162963706216797,0.13997210679187086,1.0000021235323642,44,22.916666666666668
842.0,0.14565247814238497,0.14439600465358446,0.14205084447853594,0.14223688066475695,0.144010524982456,0.14161609364025218,0.1400392995616508,1.0000021260614194,44,22.916666666666668
843.0,0.1456834433216391,0.14439706628960414,0.14203879036373035,0.14222223181985502,0.14395205660168608,0.14160455783025627,0.14010398242590233,1.000002128590469,44,22.916666666666668
844.0,0.1457122427401015,0.1443965649889484,0.1420283855355634,0.14221652534786897,0.14389317884004696,0.1415980513668203,0.14015718236236893,1.0000021311195177,44,22.916666666666668
845.0,0.14573592492397325,0.14439112313306904,0.14201923749815173,0.14221781374143178,0.14382817732560257,0.1415960623158841,0.14021379477265164,1.0000021336485618,44,22.916666666666668
846.0,0.1457656143710825,0.1443778429249367,0.14200776256351313,0.14222371373093903,0.14376224331449217,0.14159760999526078,0.1402673493395751,1.0000021361775986,44,22.916666666666668
847.0,0.14579492663216329,0.14436317431457332,0.14200229583141008,0.1422270207533357,0.14369246040374156,0.14160363215531657,0.14031862867835776,1.0000021387066942,44,22.875
848.0,0.14581956492493306,0.14434513078368819,0.14199932017951936,0.14223548459026894,0.14362542307801773,0.14160855666204228,0.1403686610795184,1.0000021412357862,44,22.875
849.0,0.1458432197004913,0.144325682362426,0.1419981825916925,0.14224676250434837,0.1435594271813948,0.14161654492848036,0.14041232455823918,1.0000021437648712,44,22.875
850.0,0.14587294863639536,0.14430362660361637,0.14199786332974404,0.14225176543370568,0.14350223070355292,0.14162711349324072,0.14044659815582625,1.0000021462938808,44,22.916666666666668
851.0,0.14589619552932354,0.1442889294598487,0.14199658423535896,0.14225490901379367,0.14344961897703493,0.14163849860649738,0.14047741306324568,1.0000021488229003,44,22.916666666666668
852.0,0.14591776351854263,0.14427279528797043,0.14199655251817975,0.14225550709402043,0.14340580776412332,0.14164650102733706,0.1405072242039523,1.000002151351922,44,22.916666666666668
853.0,0.14594030539917116,0.14425617093985066,0.14200161996852378,0.1422551958820483,0.14336715263719105,0.1416542822367401,0.14052742687968922,1.0000021538810144,44,22.875
854.0,0.1459549962148983,0.14424274839487242,0.1420014724363237,0.14225792837881807,0.1433371063320159,0.14166288975683122,0.14054501495855132,1.000002156410107,44,22.875
855.0,0.14597166256479616,0.14423759349893844,0.14200018753783628,0.14226050224705508,0.1433147306898567,0.14166633848076024,0.14055114398216437,1.000002158939205,44,22.875
856.0,0.14598332238933093,0.1442376130161099,0.14199948552760486,0.14226550472163557,0.14329536019388578,0.14166989561690657,0.1405509800650409,1.0000021614683123,44,22.875
857.0,0.14599685747126157,0.1442453080868054,0.14199868432529097,0.1422685124442097,0.14327723559793842,0.14167408703361767,0.140541479100508,1.000002163997432,44,22.875
858.0,0.14599907579016977,0.14425362221893565,0.14200021494407147,0.142276813230089,0.14327349261748276,0.14167708180492958,0.14052186598309213,1.000002166526567,44,22.875
859.0,0.1459981895441825,0.14425838745958572,0.1419961583542488,0.1422888389484923,0.1432813668962626,0.14167989252299615,0.14049933539216064,1.0000021690557275,44,22.875
860.0,0.14599417203257967,0.14426395138582698,0.14199616448684405,0.14229690489413083,0.14329573274315588,0.14168431023812308,0.14047093586645765,1.0000021715849148,44,22.875
861.0,0.1459890644344696,0.14427040197365684,0.14199970248901456,0.1422957892695019,0.1433206772489937,0.14168626318879635,0.14044027557189456,1.0000021741141247,44,22.875
862.0,0.14597323438984255,0.1442769335233402,0.14200548964516355,0.1422954155244796,0.14335880092312925,0.14168878820888609,0.14040351449072366,1.000002176643362,44,22.875
863.0,0.14595791685356863,0.1442771036870326,0.14201253207424955,0.14229743229125152,0.14340513239466915,0.14168640828055049,0.1403656536535079,1.0000021791726281,44,22.875
864.0,0.14593447817855631,0.14427920800693456,0.1420142974005578,0.14229746699815368,0.14346115179425298,0.14168450894096127,0.14033107044464982,1.0000021817018652,44,22.833333333333332
865.0,0.1459120956080325,0.1442772795921431,0.14202349000623057,0.14229538970766661,0.1435202811478584,0.141681342278131,0.1402923059532628,1.0000021842311226,44,22.833333333333332
866.0,0.14588206722701633,0.1442787778044209,0.14203030843595207,0.14229299146884705,0.1435849618482213,0.141677184622071,0.14025589541606828,1.0000021867603954,44,22.833333333333332
867.0,0.14584703707206315,0.14428608247433097,0.1420427716267761,0.14228192851388047,0.14365067140008486,0.14167115553939438,0.14022254272536794,1.000002189289694,44,22.833333333333332
868.0,0.1458007946041952,0.14429382056775245,0.14205672144527695,0.1422745111142567,0.14371553548129176,0.1416653682128971,0.14019544045554685,1.0000021918190152,44,22.833333333333332
869.0,0.14575428026879353,0.14430399682593778,0.1420692636545441,0.1422635426839924,0.1437838865982249,0.14166012043654047,0.14016710394244467,1.0000021943482764,44,22.875
870.0,0.1457032066654043,0.14431861900453072,0.14208911983918998,0.14225065681357552,0.14384636337146806,0.14165564299122715,0.1401385882543567,1.0000021968775517,44,22.875
871.0,0.1456506710762541,0.14433387280292426,0.14211452603910815,0.14223304517675997,0.14390206640154293,0.14164915934053648,0.14011885863189544,1.0000021994068167,44,22.875
872.0,0.14560510392050802,0.1443524647926429,0.14214306722789807,0.14221260561981444,0.14394994487015958,0.1416469534788734,0.1400920620883962,1.000002201936092,44,22.875
873.0,0.1455602797037662,0.14436421278813094,0.1421743130422707,0.14219849708508894,0.14399236403303667,0.14164449461416473,0.1400680432611062,1.000002204465365,44,22.875
874.0,0.14551377800481408,0.14437363994093458,0.14220762961830044,0.14218595542600032,0.1440255861222866,0.14164866541328724,0.14004695253121044,1.0000022069946333,44,22.875
875.0,0.1454683283711646,0.14438757485211,0.14223667364468962,0.14216917144723598,0.14406020133313305,0.1416529962059853,0.14002726373178076,1.0000022095238947,44,22.875
876.0,0.14542223970656726,0.14439596101534863,0.14226837856922844,0.14216230089845108,0.14409188779500393,0.1416527543523353,0.14000868977843278,1.0000022120531675,44,22.875
877.0,0.14537615830153378,0.14440479698521827,0.14229500253454094,0.142154315267711,0.14412249957180126,0.14165383016433503,0.1399956118194885,1.0000022145824263,44,22.875
878.0,0.1453341994777045,0.1444136045947639,0.14231777672992466,0.14214856636634599,0.1441541950471585,0.14165200494068547,0.13998187001731158,1.000002217111691,44,22.875
879.0,0.14529472516072844,0.1444195700849932,0.1423422112038606,0.142140601636204,0.1441862430642437,0.1416496678007844,0.13996920075234612,1.0000022196409584,44,22.875
880.0,0.14525246218018417,0.1444161712480794,0.1423685465259425,0.1421355861649796,0.1442165194914292,0.14165734082688938,0.1399555957949251,1.0000022221702252,44,22.875
881.0,0.14521447910379356,0.1444118670657313,0.14239988329323358,0.1421272745329971,0.14425354741367552,0.14165750063892274,0.1399376727133445,1.0000022246994988,44,22.875
882.0,0.14518248578545753,0.14440526686082683,0.142430778209224,0.14211124918272852,0.14429326796289424,0.14166165732764913,0.13991752196219504,1.0000022272287756,44,22.875
883.0,0.14515438403514397,0.1443909243409121,0.14246832407879728,0.1420969965709208,0.14432446321512013,0.14167046566909908,0.13989667191032173,1.0000022297581124,44,22.833333333333332
884.0,0.1451300592540332,0.1443720878958789,0.14251077699824535,0.14208653141042135,0.14435337781361735,0.14167047560963755,0.13987892336783436,1.0000022322874658,44,22.833333333333332
885.0,0.14510827327070283,0.14435264798981107,0.14254726784063493,0.14208552968525753,0.14437757085169187,0.14166847183954606,0.13986247340137764,1.0000022348168194,44,22.833333333333332
886.0,0.1450916916375928,0.14433084552415118,0.1425784462705518,0.1420940704909105,0.14439558566080932,0.1416687423881054,0.13984285543626396,1.0000022373461834,44,22.833333333333332
887.0,0.1450807497728393,0.1443123833731821,0.1426089324818223,0.14210458225409064,0.14439832069393116,0.14166334185997187,0.13983392950183898,1.0000022398754758,44,22.875
888.0,0.1450736457007248,0.14429142997677416,0.14264226512010003,0.14212367156992015,0.14438303702613425,0.14165498583774253,0.13983320723558104,1.0000022424047759,44,22.875
889.0,0.14507103610610908,0.14426135535407575,0.14267229197236694,0.14215411567235828,0.14436194774468408,0.1416412877669938,0.13984021037966923,1.0000022449340573,44,22.833333333333332
890.0,0.14506933783986875,0.14423588252790898,0.14270184873043532,0.14218554542531894,0.1443253920351465,0.14162609415581204,0.1398581468110155,1.0000022474633024,44,22.791666666666668
891.0,0.14507107361608398,0.14421373038514929,0.14272565142890875,0.14221719360000504,0.14428568119998592,0.14161070387068,0.13987821595393884,1.0000022499925518,44,22.791666666666668
892.0,0.1450765532853575,0.14419257246222672,0.1427461949974318,0.1422523665738957,0.1442370706521498,0.14159495259840207,0.13990254201453167,1.000002252521793,44,22.75
893.0,0.14508465733164194,0.14416470830259048,0.14276465838256014,0.14228024440193401,0.14419750108180404,0.14158434289405752,0.13992614271865225,1.0000022550510377,44,22.75
894.0,0.14509252224763858,0.1441454234673507,0.14277638774660467,0.1423097074277222,0.14415482716609407,0.14156959681153244,0.13995379277555894,1.0000022575802978,44,22.708333333333332
895.0,0.1451028737059624,0.14412675445043355,0.1427832816437022,0.14234040796213437,0.14411516211612158,0.14155488529080693,0.1399788950025962,1.000002260109553,44,22.708333333333332
896.0,0.14511776285526717,0.14410841563893598,0.14278860554317088,0.14236814909922604,0.1440782304634058,0.14153712660101875,0.14000397250006744,1.0000022626388905,44,22.75
897.0,0.14513677208329623,0.14408648344222055,0.14279374602449785,0.14239196428238823,0.1440461485520294,0.14151883960318998,0.1400283112428085,1.0000022651682292,44,22.75
898.0,0.14515369647815288,0.14406887886798386,0.14279649432287864,0.14241300817545982,0.14402070639655234,0.14149986348843796,0.14004962003034616,1.0000022676976095,44,22.708333333333332
899.0,0.14518113108894565,0.14404661568745752,0.1427991582789292,0.14243471173740016,0.1439872320713918,0.14148572490491299,0.14006769652016463,1.0000022702269966,44,22.708333333333332
900.0,0.145198958520454,0.14403336798564298,0.14279925377791197,0.14245884985521054,0.1439593779165633,0.14147026297489917,0.1400822017879142,1.0000022727563957,44,22.708333333333332
901.0,0.14522573095299604,0.14401684725645056,0.14280003178886286,0.1424827104676715,0.1439281351684742,0.14145610569336803,0.1400927140201805,1.0000022752858018,44,22.708333333333332
902.0,0.1452503453074647,0.1440060964345622,0.14279319678851024,0.1425070646167743,0.14389809142401175,0.14144431748675337,0.14010316581934043,1.0000022778152131,44,22.708333333333332
903.0,0.14527350754079116,0.1439990430251831,0.14278899138725504,0.1425341928928043,0.1438729687393362,0.1414323722884984,0.14010120453297392,1.000002280344642,44,22.708333333333332
904.0,0.1452874031936538,0.14399385066185807,0.1427890916090061,0.1425635925337374,0.1438481742802198,0.14142199997890903,0.14009817067890745,1.00000228287409,44,22.708333333333332
905.0,0.14530891833080456,0.1439919425543954,0.14278354537605198,0.14258885893913917,0.1438312971615852,0.14140799674992036,0.14008972635385386,1.0000022854035502,44,22.625
906.0,0.14532847797967915,0.14399590595801273,0.14277036771676466,0.1426142712573877,0.14382555276567485,0.14139286635303688,0.14007484596465924,1.0000022879330124,44,22.625
907.0,0.14534659090928714,0.14400481992066788,0.14275500923241524,0.14263564374016302,0.1438270806282703,0.14137186676063118,0.14006127933325496,1.0000022904624892,44,22.625
908.0,0.14537089414702256,0.14401610168414353,0.1427330740486125,0.14265728546662548,0.1438343134288799,0.14134366903194562,0.14004695524692723,1.0000022929919554,44,22.625
909.0,0.1453855358382797,0.14403005157982046,0.14272278282055076,0.14267496663612467,0.14384225165528539,0.14131142037375907,0.14003528667980863,1.0000022955214283,44,22.625
910.0,0.14540589461201114,0.14405468133446941,0.1426987457413183,0.14269082723369025,0.14385757671915209,0.1412716300248963,0.14002294244755153,1.0000022980508878,44,22.625
911.0,0.14542525654492694,0.14408139832181874,0.1426729571510631,0.1427029082529266,0.14388103752373244,0.14122909377656898,0.14000964907079455,1.0000023005796306,43,22.583333333333332
912.0,0.14545120820224236,0.14410856669177394,0.1426502666373275,0.14270667800674686,0.14390746914019426,0.1411899574374012,0.13998815705558043,1.0000023031090632,44,22.625
913.0,0.14547021330650325,0.14413972707884,0.14263634015708093,0.1427099705219356,0.14392972132440324,0.14115558216469787,0.139960751147212,1.0000023056384706,44,22.625
914.0,0.14549176038333064,0.14416909655546994,0.14262483386828287,0.1427118045230977,0.14394714776636008,0.14112856707077204,0.13992909806275206,1.000002308167865,44,22.625
915.0,0.1455096817470601,0.14418762385491796,0.14261965208403138,0.14271626514125146,0.14396501680149637,0.14110944030759226,0.13989463082308126,1.0000023106972324,44,22.625
916.0,0.14553129086621772,0.14420640879601843,0.14261166497888716,0.14271710283768804,0.14398350367720752,0.14110074930457836,0.13985159282818235,1.0000023132265752,44,22.625
917.0,0.14554886369458642,0.14422455686539168,0.14260556471207558,0.14272006599216855,0.14400201651321945,0.14109859568956576,0.1398026523511001,1.0000023157559055,44,22.625
918.0,0.14556131650818552,0.1442377170768351,0.14259953961481583,0.1427261180471715,0.14401877918221387,0.14111020855882092,0.13974863935939183,1.0000023182852338,44,22.625
919.0,0.14557475767402514,0.14424683062038432,0.14259849266437366,0.14272725993512264,0.1440335166374153,0.14112734924420703,0.13969411410115803,1.0000023208144837,44,22.666666666666668
