time_fs,correlation_real_fs^-2,correlation_imag_fs^-2,max_rank,mean_rank
80.0,0.0005715734874968849,-0.00036981345936917565,52,28.166666666666668
81.0,0.0005951995215735014,-0.0002771720018860473,52,28.166666666666668
82.0,0.0006471879334926778,-0.00020192373627848085,51,27.88888888888889
83.0,0.0007183601309424258,-0.00015355944520176922,51,27.77777777777778
84.0,0.0007967366964603079,-0.00013585026729264738,50,27.555555555555557
85.0,0.0008709001166235208,-0.00014775395723335539,50,27.444444444444443
86.0,0.0009315809938816009,-0.00018353618017043205,49,27.0
87.0,0.0009725636376527663,-0.00023548392969875102,48,26.5
88.0,0.0009919476168250565,-0.00029538934597600583,47,26.0
89.0,0.0009903039799088536,-0.00035524504993427803,47,25.555555555555557
90.0,0.0009702673872087504,-0.0004092544096949646,46,25.27777777777778
91.0,0.0009368395368872558,-0.0004529057431273269,45,25.0
92.0,0.0008941670989088545,-0.0004840431616257065,45,24.88888888888889
93.0,0.0008465190559544603,-0.0005017678588065174,45,24.88888888888889
94.0,0.0007975220625664307,-0.0005067179182980235,45,24.88888888888889
95.0,0.0007504593538145552,-0.0004998327451438766,45,24.88888888888889
96.0,0.0007078885266368145,-0.00048252822439985165,45,24.88888888888889
97.0,0.0006721886128794158,-0.00045657719139844,45,24.77777777777778
98.0,0.0006453748244108822,-0.00042430159232739907,45,24.77777777777778
99.0,0.0006292208446334876,-0.00038881217528000946,45,24.833333333333332
100.0,0.0006242546601007625,-0.0003538939378013229,45,24.77777777777778
101.0,0.0006294436344999526,-0.0003233976488436026,45,24.72222222222222
102.0,0.0006424077029496509,-0.0003006640840141491,45,24.555555555555557
103.0,0.0006596480448158163,-0.00028742621225892937,46,25.333333333333332
104.0,0.000677243332595026,-0.00028386839262283767,46,25.333333333333332
105.0,0.0006917609516237924,-0.000288543587142286,45,25.22222222222222
106.0,0.0007007886262201001,-0.0002992532440334458,45,25.11111111111111
107.0,0.0007031403482732293,-0.00031291752728118227,45,24.944444444444443
108.0,0.0006987431286263129,-0.00032695641798498624,44,24.77777777777778
109.0,0.0006885409412764058,-0.0003387829432632985,44,24.61111111111111
110.0,0.0006739884240948631,-0.00034675667395702223,44,24.5
111.0,0.000657306640609972,-0.00034948632504046653,44,24.555555555555557
112.0,0.0006402380390743548,-0.00034727447517864145,44,24.444444444444443
113.0,0.0006243228995195093,-0.0003409012389146361,44,24.22222222222222
114.0,0.000610774386080336,-0.0003309763191415542,44,24.166666666666668
115.0,0.0006004590358783195,-0.00031930469002828236,43,24.11111111111111
116.0,0.0005939607381296109,-0.0003069137666706331,43,24.055555555555557
117.0,0.0005911975537706033,-0.00029512995999931766,42,23.944444444444443
118.0,0.0005917916604621521,-0.0002853944543486426,42,23.5
119.0,0.0005948042081851617,-0.00027854731500163066,41,23.444444444444443
120.0,0.0005996065682876404,-0.00027562419950602816,41,23.333333333333332
121.0,0.000604198475908323,-0.00027705073827041863,41,23.22222222222222
122.0,0.0006075286332435277,-0.000282228285480902,41,23.0
123.0,0.0006080807626172692,-0.00029058282751318694,41,22.88888888888889
124.0,0.0006047640208371479,-0.0003008658322339502,41,22.666666666666668
125.0,0.0005971486594113557,-0.00031128197656555564,40,22.5
126.0,0.0005854898784959813,-0.00032020131052904924,40,22.444444444444443
127.0,0.0005706841950439426,-0.0003259811095609967,40,22.38888888888889
128.0,0.0005538935551905967,-0.00032746774009066346,40,22.88888888888889
129.0,0.0005365596547842408,-0.00032457894954853177,40,22.88888888888889
130.0,0.0005201311117705463,-0.00031700000755369775,39,22.833333333333332
131.0,0.0005062023000967833,-0.0003056566600448525,39,22.833333333333332
132.0,0.0004959145146497995,-0.00029170023134117234,39,22.833333333333332
133.0,0.0004900621923317012,-0.00027656910595756976,39,22.833333333333332
134.0,0.0004888223265933119,-0.00026188306329737925,39,22.77777777777778
135.0,0.000491522097546637,-0.0002493811799807448,39,22.61111111111111
136.0,0.0004973183671388996,-0.00024021633035004587,38,22.5
137.0,0.000504791076045012,-0.00023536431862333128,38,22.38888888888889
138.0,0.0005123245738258676,-0.00023501235404468386,38,22.38888888888889
139.0,0.0005184637859672728,-0.0002389766782995419,38,22.22222222222222
140.0,0.0005215411038894366,-0.0002464807658568894,38,22.166666666666668
141.0,0.0005206096007864676,-0.00025618927093955864,38,22.0
142.0,0.0005153191533406648,-0.0002664021471340944,38,21.833333333333332
143.0,0.0005057919434203709,-0.0002755705647533433,38,21.72222222222222
144.0,0.0004926397662469645,-0.0002822538742569769,38,21.72222222222222
145.0,0.00047696115621626906,-0.00028528332381265947,37,21.555555555555557
146.0,0.0004601814924953656,-0.00028406301390005015,37,21.555555555555557
147.0,0.0004437199087574204,-0.0002784097976523789,37,21.38888888888889
148.0,0.0004290568964773651,-0.00026884722102595606,36,21.055555555555557
149.0,0.00041753365765934716,-0.0002561845726968319,36,21.055555555555557
150.0,0.0004099745501774496,-0.00024164349463753887,36,21.055555555555557
151.0,0.00040688827727651403,-0.0002267448842987912,36,21.11111111111111
152.0,0.00040800367114311167,-0.00021278043180988096,36,21.0
153.0,0.00041266688545160045,-0.0002011860510817464,35,20.88888888888889
154.0,0.0004199302247717122,-0.00019291780599560118,35,20.833333333333332
155.0,0.00042858387130312726,-0.00018861524301447575,35,20.833333333333332
156.0,0.00043717502002381566,-0.00018844059769956183,35,20.72222222222222
157.0,0.00044446666242581355,-0.00019205180864276963,35,20.61111111111111
158.0,0.00044917577991807203,-0.0001988238813590169,34,20.22222222222222
159.0,0.0004505770330729786,-0.0002077178437692827,34,20.055555555555557
160.0,0.000448203075963267,-0.00021749658711451902,34,19.88888888888889
161.0,0.000442050014149515,-0.00022689998102325574,33,19.666666666666668
162.0,0.00043259127065346103,-0.0002347533894216263,33,19.61111111111111
163.0,0.0004206684491748913,-0.00024015382725528676,33,19.555555555555557
164.0,0.0004072464277514106,-0.0002424356155985774,33,19.5
165.0,0.00039343216251248257,-0.0002414557975699204,33,19.444444444444443
166.0,0.0003802494914392547,-0.00023733726946797922,33,19.444444444444443
167.0,0.00036863347189898467,-0.00023059094656329468,34,20.166666666666668
168.0,0.0003592524061662719,-0.000221798032026815,34,20.22222222222222
169.0,0.0003525341475034075,-0.00021175478764299356,34,20.22222222222222
170.0,0.000348561147774843,-0.00020143357627958915,34,20.166666666666668
171.0,0.00034725696298012207,-0.0001916891397977619,34,20.22222222222222
172.0,0.0003481904728541892,-0.00018322353204397161,34,20.11111111111111
173.0,0.0003506948908035414,-0.00017657627508963755,34,20.055555555555557
174.0,0.00035402671753673886,-0.0001721515216502233,34,20.0
175.0,0.0003574157801768286,-0.00016988442086397255,34,19.944444444444443
176.0,0.0003602403108232943,-0.00016963399771697756,34,19.88888888888889
177.0,0.00036189525063260835,-0.00017105445939365622,34,19.88888888888889
178.0,0.0003620483492555316,-0.00017364622030503264,34,19.88888888888889
179.0,0.0003605023647655163,-0.0001768190693849098,34,19.77777777777778
180.0,0.0003572967390162241,-0.00017999522242718275,34,19.666666666666668
181.0,0.0003526093509476718,-0.00018262435496751772,34,19.61111111111111
182.0,0.0003468120778864896,-0.00018431178815137044,34,19.61111111111111
183.0,0.00034045395181803314,-0.00018481130534697484,33,19.555555555555557
184.0,0.0003339393852413211,-0.00018403227749041627,33,19.61111111111111
185.0,0.0003277804279122137,-0.000182074425492445,33,19.61111111111111
186.0,0.0003223278923512086,-0.00017913253254119905,33,19.5
187.0,0.00031785094734789474,-0.00017558699839775294,33,19.444444444444443
188.0,0.00031443742153323056,-0.00017175325525271766,33,19.444444444444443
189.0,0.0003120577084972879,-0.0001680328524917213,33,19.444444444444443
190.0,0.0003105661601617706,-0.00016473364096327166,33,19.38888888888889
191.0,0.00030968595984285133,-0.00016209310126050623,33,19.38888888888889
192.0,0.0003090936681929812,-0.00016024840207938608,32,19.27777777777778
193.0,0.0003083870519651,-0.00015920485473453435,32,19.166666666666668
194.0,0.0003072891736055359,-0.00015888392452113255,32,19.11111111111111
195.0,0.00030555425029230585,-0.0001590869909485272,32,19.055555555555557
196.0,0.00030300101071053105,-0.0001595523422798311,31,18.944444444444443
197.0,0.00029965563907600074,-0.00016002074903278266,31,18.944444444444443
198.0,0.00029554643978819294,-0.00016021200542077013,31,18.944444444444443
199.0,0.00029092713661789995,-0.00015992079463712368,31,18.944444444444443
200.0,0.00028601787884345223,-0.00015897008913937902,31,18.944444444444443
